Ex ID;Start_time;End_time;Injected_value;PLOEG_H;Leader_speed;Braking_deceleration;Run_status;Impact_status;Collision_state;Collision_time;collider;victim;Collision_pos;Collision_lane;Accel_0_max;Dcel_0_min;Accel_1_max;Dcel_1_min;Accel_2_max;Dcel_2_min;Accel_3_max;Dcel_3_min;Accel_4_max;Dcel_4_min;Accel_5_max;Dcel_5_min;Accel_6_max;Dcel_6_min;Accel_7_max;Dcel_7_min
99;16.0;22.0;0.9;0.8;80;5;Successful;Effective;collision;22.21;vtypeauto.1;vtypeauto.0;585.86;edge_0_0_0;0.0;-5.0;0.0;-6.26;0.0;-7.76;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.09;-8.4;0.17;-7.42
100;16.0;22.0;0.9;0.3;100;5;Successful;Effective;collision;20.78;vtypeauto.2;vtypeauto.1;621.76;edge_0_0_0;0.0;-5.0;0.0;-6.85;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
101;16.0;22.0;0.9;0.5;100;5;Successful;Effective;collision;22.09;vtypeauto.2;vtypeauto.1;670.37;edge_0_0_0;0.0;-5.0;0.0;-6.64;0.0;-8.86;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.22;-9.0
102;16.0;22.0;0.9;0.8;100;5;Successful;Effective;collision;23.79;vtypeauto.3;vtypeauto.2;727.03;edge_0_0_0;0.0;-5.0;0.0;-6.26;0.0;-7.76;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.27;-9.0;0.46;-8.72
103;16.0;22.0;0.9;0.3;80;6;Successful;Effective;collision;19.62;vtypeauto.1;vtypeauto.0;492.41;edge_0_0_0;0.0;-6.0;0.0;-8.22;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
104;16.0;22.0;0.9;0.5;80;6;Successful;Effective;collision;20.36;vtypeauto.1;vtypeauto.0;528.81;edge_0_0_0;0.0;-6.0;0.0;-7.96;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.15;-9.0
105;16.0;22.0;0.9;0.8;80;6;Successful;Effective;collision;21.18;vtypeauto.1;vtypeauto.0;577.52;edge_0_0_0;0.0;-6.0;0.0;-7.51;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.14;-8.8;0.23;-7.71
106;16.0;22.0;0.9;0.3;100;6;Successful;Effective;collision;20.13;vtypeauto.1;vtypeauto.0;614.33;edge_0_0_0;0.0;-6.0;0.0;-8.22;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
107;16.0;22.0;0.9;0.5;100;6;Successful;Effective;collision;21.25;vtypeauto.2;vtypeauto.1;658.67;edge_0_0_0;0.0;-6.0;0.0;-7.96;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.22;-9.0
108;16.0;22.0;0.9;0.8;100;6;Successful;Effective;collision;22.31;vtypeauto.1;vtypeauto.0;723.33;edge_0_0_0;0.0;-6.0;0.0;-7.51;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.33;-9.0;0.63;-9.0
109;16.0;22.0;0.9;0.3;80;7;Successful;Effective;collision;19.32;vtypeauto.1;vtypeauto.0;487.53;edge_0_0_0;0.0;-7.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
110;16.0;22.0;0.9;0.5;80;7;Successful;Effective;collision;19.91;vtypeauto.1;vtypeauto.0;522.89;edge_0_0_0;0.0;-7.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.15;-9.0
111;16.0;22.0;0.9;0.8;80;7;Successful;Effective;collision;20.61;vtypeauto.1;vtypeauto.0;571.48;edge_0_0_0;0.0;-7.0;0.0;-8.76;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.18;-9.0;0.29;-8.02
112;16.0;22.0;0.9;0.3;100;7;Successful;Effective;collision;19.66;vtypeauto.1;vtypeauto.0;605.59;edge_0_0_0;0.0;-7.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
113;16.0;22.0;0.9;0.5;100;7;Successful;Effective;collision;20.48;vtypeauto.1;vtypeauto.0;652.39;edge_0_0_0;0.0;-7.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.23;-9.0
114;16.0;22.0;0.9;0.8;100;7;Successful;Effective;collision;21.40;vtypeauto.1;vtypeauto.0;714.03;edge_0_0_0;0.0;-7.0;0.0;-8.76;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.34;-9.0;0.68;-9.0
115;16.0;22.0;0.9;0.3;80;8;Successful;Effective;collision;19.12;vtypeauto.1;vtypeauto.0;484.08;edge_0_0_0;0.0;-7.99;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
116;16.0;22.0;0.9;0.5;80;8;Successful;Effective;collision;19.62;vtypeauto.1;vtypeauto.0;518.69;edge_0_0_0;0.0;-7.99;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.13;-9.0
117;16.0;22.0;0.9;0.8;80;8;Successful;Effective;collision;20.23;vtypeauto.1;vtypeauto.0;566.96;edge_0_0_0;0.0;-7.99;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.18;-9.0;0.32;-8.17
118;16.0;22.0;0.9;0.3;100;8;Successful;Effective;collision;19.38;vtypeauto.1;vtypeauto.0;599.91;edge_0_0_0;0.0;-8.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
119;16.0;22.0;0.9;0.5;100;8;Successful;Effective;collision;20.02;vtypeauto.1;vtypeauto.0;645.20;edge_0_0_0;0.0;-8.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.23;-9.0
120;16.0;22.0;0.9;0.8;100;8;Successful;Effective;collision;20.79;vtypeauto.1;vtypeauto.0;706.95;edge_0_0_0;0.0;-8.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.33;-9.0;0.7;-9.0
121;16.0;22.0;1.0;0.3;80;5;Successful;Effective;collision;19.97;vtypeauto.1;vtypeauto.0;498.54;edge_0_0_0;0.0;-5.0;0.0;-7.04;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
122;16.0;22.0;1.0;0.5;80;5;Successful;Effective;collision;20.98;vtypeauto.1;vtypeauto.0;536.97;edge_0_0_0;0.0;-5.0;0.0;-6.81;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.15;-9.0
123;16.0;22.0;1.0;0.8;80;5;Successful;Effective;collision;21.98;vtypeauto.1;vtypeauto.0;585.85;edge_0_0_0;0.0;-5.0;0.0;-6.41;0.0;-8.13;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.12;-8.45;0.21;-7.45
124;16.0;22.0;1.0;0.3;100;5;Successful;Effective;collision;20.68;vtypeauto.2;vtypeauto.1;621.01;edge_0_0_0;0.0;-5.0;0.0;-7.04;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
125;16.0;22.0;1.0;0.5;100;5;Successful;Effective;collision;21.77;vtypeauto.2;vtypeauto.1;668.68;edge_0_0_0;0.0;-5.0;0.0;-6.81;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.23;-9.0
126;16.0;22.0;1.0;0.8;100;5;Successful;Effective;collision;23.56;vtypeauto.2;vtypeauto.1;731.69;edge_0_0_0;0.0;-5.0;0.0;-6.41;0.0;-8.13;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.32;-9.0;0.55;-8.86
127;16.0;22.0;1.0;0.3;80;6;Successful;Effective;collision;19.52;vtypeauto.1;vtypeauto.0;491.45;edge_0_0_0;0.0;-6.0;0.0;-8.45;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
128;16.0;22.0;1.0;0.5;80;6;Successful;Effective;collision;20.22;vtypeauto.1;vtypeauto.0;528.05;edge_0_0_0;0.0;-6.0;0.0;-8.17;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.17;-9.0
129;16.0;22.0;1.0;0.8;80;6;Successful;Effective;collision;21.05;vtypeauto.1;vtypeauto.0;577.45;edge_0_0_0;0.0;-6.0;0.0;-7.69;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.17;-8.82;0.26;-7.7
130;16.0;22.0;1.0;0.3;100;6;Successful;Effective;collision;19.95;vtypeauto.1;vtypeauto.0;612.11;edge_0_0_0;0.0;-6.0;0.0;-8.45;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
131;16.0;22.0;1.0;0.5;100;6;Successful;Effective;collision;21.03;vtypeauto.1;vtypeauto.0;661.48;edge_0_0_0;0.0;-6.0;0.0;-8.17;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.24;-9.0
132;16.0;22.0;1.0;0.8;100;6;Successful;Effective;collision;22.11;vtypeauto.1;vtypeauto.0;723.32;edge_0_0_0;0.0;-6.0;0.0;-7.69;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.36;-9.0;0.68;-9.0
133;16.0;22.0;1.0;0.3;80;7;Successful;Effective;collision;19.25;vtypeauto.1;vtypeauto.0;486.84;edge_0_0_0;0.0;-7.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
134;16.0;22.0;1.0;0.5;80;7;Successful;Effective;collision;19.82;vtypeauto.1;vtypeauto.0;522.40;edge_0_0_0;0.0;-7.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.14;-9.0
135;16.0;22.0;1.0;0.8;80;7;Successful;Effective;collision;20.52;vtypeauto.1;vtypeauto.0;571.46;edge_0_0_0;0.0;-7.0;0.0;-8.97;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.22;-9.0;0.32;-7.98
136;16.0;22.0;1.0;0.3;100;7;Successful;Effective;collision;19.56;vtypeauto.1;vtypeauto.0;604.33;edge_0_0_0;0.0;-7.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
137;16.0;22.0;1.0;0.5;100;7;Successful;Effective;collision;20.33;vtypeauto.1;vtypeauto.0;651.32;edge_0_0_0;0.0;-7.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.25;-9.0
138;16.0;22.0;1.0;0.8;100;7;Successful;Effective;collision;21.26;vtypeauto.1;vtypeauto.0;713.90;edge_0_0_0;0.0;-7.0;0.0;-8.97;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.38;-9.0;0.72;-9.0
139;16.0;22.0;1.0;0.3;80;8;Successful;Effective;collision;19.07;vtypeauto.1;vtypeauto.0;483.60;edge_0_0_0;0.0;-7.99;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
140;16.0;22.0;1.0;0.5;80;8;Successful;Effective;collision;19.56;vtypeauto.1;vtypeauto.0;518.40;edge_0_0_0;0.0;-7.99;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.14;-9.0
141;16.0;22.0;1.0;0.8;80;8;Successful;Effective;collision;20.16;vtypeauto.1;vtypeauto.0;566.95;edge_0_0_0;0.0;-7.99;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.23;-9.0;0.36;-8.17
142;16.0;22.0;1.0;0.3;100;8;Successful;Effective;collision;19.31;vtypeauto.1;vtypeauto.0;599.00;edge_0_0_0;0.0;-8.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
143;16.0;22.0;1.0;0.5;100;8;Successful;Effective;collision;19.93;vtypeauto.1;vtypeauto.0;644.52;edge_0_0_0;0.0;-8.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.26;-9.0
144;16.0;22.0;1.0;0.8;100;8;Successful;Effective;collision;20.68;vtypeauto.1;vtypeauto.0;706.71;edge_0_0_0;0.0;-8.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.38;-9.0;0.75;-9.0
145;16.0;22.0;1.1;0.3;80;5;Successful;Effective;collision;19.74;vtypeauto.1;vtypeauto.0;496.18;edge_0_0_0;0.0;-5.0;0.0;-7.4;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
146;16.0;22.0;1.1;0.5;80;5;Successful;Effective;collision;20.60;vtypeauto.1;vtypeauto.0;534.81;edge_0_0_0;0.0;-5.0;0.0;-7.14;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.14;-9.0
147;16.0;22.0;1.1;0.8;80;5;Successful;Effective;collision;21.66;vtypeauto.1;vtypeauto.0;585.68;edge_0_0_0;0.0;-5.0;0.0;-6.7;0.0;-8.67;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.14;-8.44;0.23;-7.44
148;16.0;22.0;1.1;0.3;100;5;Successful;Effective;collision;20.27;vtypeauto.1;vtypeauto.0;619.97;edge_0_0_0;0.0;-5.0;0.0;-7.4;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
149;16.0;22.0;1.1;0.5;100;5;Successful;Effective;collision;21.59;vtypeauto.2;vtypeauto.1;668.29;edge_0_0_0;0.0;-5.0;0.0;-7.14;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.26;-9.0
150;16.0;22.0;1.1;0.8;100;5;Successful;Effective;collision;23.14;vtypeauto.2;vtypeauto.1;732.03;edge_0_0_0;0.0;-5.0;0.0;-6.7;0.0;-8.67;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.37;-9.0;0.63;-8.96
151;16.0;22.0;1.1;0.3;80;6;Successful;Effective;collision;19.39;vtypeauto.1;vtypeauto.0;490.11;edge_0_0_0;0.0;-6.0;0.0;-8.88;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
152;16.0;22.0;1.1;0.5;80;6;Successful;Effective;collision;20.02;vtypeauto.1;vtypeauto.0;526.77;edge_0_0_0;0.0;-6.0;0.0;-8.56;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.15;-9.0
153;16.0;22.0;1.1;0.8;80;6;Successful;Effective;collision;20.83;vtypeauto.1;vtypeauto.0;577.12;edge_0_0_0;0.0;-6.0;0.0;-8.04;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.19;-8.76;0.28;-7.66
154;16.0;22.0;1.1;0.3;100;6;Successful;Effective;collision;19.72;vtypeauto.1;vtypeauto.0;608.97;edge_0_0_0;0.0;-6.0;0.0;-8.88;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
155;16.0;22.0;1.1;0.5;100;6;Successful;Effective;collision;20.64;vtypeauto.1;vtypeauto.0;658.50;edge_0_0_0;0.0;-6.0;0.0;-8.56;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.27;-9.0
156;16.0;22.0;1.1;0.8;100;6;Successful;Effective;collision;21.78;vtypeauto.1;vtypeauto.0;722.99;edge_0_0_0;0.0;-6.0;0.0;-8.04;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.4;-9.0;0.71;-9.0
157;16.0;22.0;1.1;0.3;80;7;Successful;Effective;collision;19.17;vtypeauto.1;vtypeauto.0;486.06;edge_0_0_0;0.0;-7.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
158;16.0;22.0;1.1;0.5;80;7;Successful;Effective;collision;19.69;vtypeauto.1;vtypeauto.0;521.58;edge_0_0_0;0.0;-7.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.15;-9.0
159;16.0;22.0;1.1;0.8;80;7;Successful;Effective;collision;20.36;vtypeauto.1;vtypeauto.0;571.19;edge_0_0_0;0.0;-7.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.24;-9.0;0.35;-7.92
160;16.0;22.0;1.1;0.3;100;7;Successful;Effective;collision;19.42;vtypeauto.1;vtypeauto.0;602.39;edge_0_0_0;0.0;-7.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
161;16.0;22.0;1.1;0.5;100;7;Successful;Effective;collision;20.11;vtypeauto.1;vtypeauto.0;649.41;edge_0_0_0;0.0;-7.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.29;-9.0
162;16.0;22.0;1.1;0.8;100;7;Successful;Effective;collision;21.00;vtypeauto.1;vtypeauto.0;713.33;edge_0_0_0;0.0;-7.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.42;-9.0;0.76;-9.0
163;16.0;22.0;1.1;0.3;80;8;Successful;Effective;collision;19.01;vtypeauto.1;vtypeauto.0;483.01;edge_0_0_0;0.0;-7.99;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
164;16.0;22.0;1.1;0.5;80;8;Successful;Effective;collision;19.47;vtypeauto.1;vtypeauto.0;517.87;edge_0_0_0;0.0;-7.99;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.14;-9.0
165;16.0;22.0;1.1;0.8;80;8;Successful;Effective;collision;20.05;vtypeauto.1;vtypeauto.0;566.85;edge_0_0_0;0.0;-7.99;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.26;-9.0;0.38;-8.07
166;16.0;22.0;1.1;0.3;100;8;Successful;Effective;collision;19.22;vtypeauto.1;vtypeauto.0;597.79;edge_0_0_0;0.0;-8.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
167;16.0;22.0;1.1;0.5;100;8;Successful;Effective;collision;19.80;vtypeauto.1;vtypeauto.0;643.42;edge_0_0_0;0.0;-8.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.29;-9.0
168;16.0;22.0;1.1;0.8;100;8;Successful;Effective;collision;20.52;vtypeauto.1;vtypeauto.0;706.30;edge_0_0_0;0.0;-8.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.43;-9.0;0.79;-9.0
169;16.1;22.1;0.5;0.3;80;5;Successful;Effective;collision;21.28;vtypeauto.3;vtypeauto.2;498.26;edge_0_0_0;0.0;-5.0;0.0;-6.06;0.0;-7.5;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
170;16.1;22.1;0.5;0.5;80;5;Successful;Effective;collision;22.45;vtypeauto.3;vtypeauto.2;530.68;edge_0_0_0;0.0;-5.0;0.0;-5.91;0.0;-7.03;0.0;-8.29;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
171;16.1;22.1;0.5;0.8;80;5;Successful;Effective;collision;24.68;vtypeauto.4;vtypeauto.3;570.50;edge_0_0_0;0.0;-5.0;0.0;-5.64;0.0;-6.32;0.0;-7.04;0.0;-7.37;0.0;-7.58;0.0;-7.49;0.05;-6.93
172;16.1;22.1;0.5;0.3;100;5;Successful;Effective;collision;21.89;vtypeauto.4;vtypeauto.3;620.52;edge_0_0_0;0.0;-5.0;0.0;-6.06;0.0;-7.5;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
173;16.1;22.1;0.5;0.5;100;5;Successful;Effective;collision;23.41;vtypeauto.4;vtypeauto.3;662.53;edge_0_0_0;0.0;-5.0;0.0;-5.91;0.0;-7.03;0.0;-8.29;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
174;16.1;22.1;0.5;0.8;100;5;Successful;Effective;collision;26.55;vtypeauto.5;vtypeauto.4;714.33;edge_0_0_0;0.0;-5.0;0.02;-5.64;0.01;-6.32;0.0;-7.04;0.0;-7.48;0.0;-7.98;0.0;-7.92;0.06;-7.49
175;16.1;22.1;0.5;0.3;80;6;Successful;Effective;collision;20.57;vtypeauto.2;vtypeauto.1;494.60;edge_0_0_0;0.0;-6.0;0.0;-7.27;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
176;16.1;22.1;0.5;0.5;80;6;Successful;Effective;collision;21.22;vtypeauto.1;vtypeauto.0;530.83;edge_0_0_0;0.0;-6.0;0.0;-7.09;0.0;-8.43;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
177;16.1;22.1;0.5;0.8;80;6;Successful;Effective;collision;23.93;vtypeauto.4;vtypeauto.3;563.92;edge_0_0_0;0.0;-6.0;0.0;-6.77;0.0;-7.58;0.0;-8.45;0.0;-8.57;0.0;-8.38;0.0;-8.15;0.04;-7.44
178;16.1;22.1;0.5;0.3;100;6;Successful;Effective;collision;21.15;vtypeauto.3;vtypeauto.2;614.17;edge_0_0_0;0.0;-6.0;0.0;-7.27;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
179;16.1;22.1;0.5;0.5;100;6;Successful;Effective;collision;22.34;vtypeauto.3;vtypeauto.2;656.28;edge_0_0_0;0.0;-6.0;0.0;-7.09;0.0;-8.43;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
180;16.1;22.1;0.5;0.8;100;6;Successful;Effective;collision;24.66;vtypeauto.4;vtypeauto.3;708.05;edge_0_0_0;0.0;-6.0;0.0;-6.77;0.0;-7.58;0.0;-8.45;0.0;-8.9;0.0;-9.0;0.0;-9.0;0.08;-8.5
181;16.1;22.1;0.5;0.3;80;7;Successful;Effective;collision;19.93;vtypeauto.1;vtypeauto.0;491.89;edge_0_0_0;0.0;-7.0;0.0;-8.48;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
182;16.1;22.1;0.5;0.5;80;7;Successful;Effective;collision;20.54;vtypeauto.1;vtypeauto.0;524.81;edge_0_0_0;0.0;-7.0;0.0;-8.28;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
183;16.1;22.1;0.5;0.8;80;7;Successful;Effective;collision;22.72;vtypeauto.3;vtypeauto.2;563.06;edge_0_0_0;0.0;-7.0;0.0;-7.9;0.0;-8.84;0.0;-9.0;0.0;-9.0;0.0;-8.98;0.0;-8.65;0.03;-7.84
184;16.1;22.1;0.5;0.3;100;7;Successful;Effective;collision;20.51;vtypeauto.2;vtypeauto.1;609.36;edge_0_0_0;0.0;-7.0;0.0;-8.48;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
185;16.1;22.1;0.5;0.5;100;7;Successful;Effective;collision;21.43;vtypeauto.1;vtypeauto.0;655.67;edge_0_0_0;0.0;-7.0;0.0;-8.28;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
186;16.1;22.1;0.5;0.8;100;7;Successful;Effective;collision;23.23;vtypeauto.3;vtypeauto.2;704.60;edge_0_0_0;0.0;-7.0;0.0;-7.9;0.0;-8.85;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.15;-9.0
187;16.1;22.1;0.5;0.3;80;8;Successful;Effective;collision;19.55;vtypeauto.1;vtypeauto.0;487.22;edge_0_0_0;0.0;-7.99;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
188;16.1;22.1;0.5;0.5;80;8;Successful;Effective;collision;20.09;vtypeauto.1;vtypeauto.0;520.22;edge_0_0_0;0.0;-7.99;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
189;16.1;22.1;0.5;0.8;80;8;Successful;Effective;collision;20.92;vtypeauto.1;vtypeauto.0;566.95;edge_0_0_0;0.0;-7.99;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.03;-8.18
190;16.1;22.1;0.5;0.3;100;8;Successful;Effective;collision;19.99;vtypeauto.1;vtypeauto.0;606.07;edge_0_0_0;0.0;-8.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
191;16.1;22.1;0.5;0.5;100;8;Successful;Effective;collision;20.69;vtypeauto.1;vtypeauto.0;648.39;edge_0_0_0;0.0;-8.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
192;16.1;22.1;0.5;0.8;100;8;Successful;Effective;collision;22.01;vtypeauto.2;vtypeauto.1;702.74;edge_0_0_0;0.0;-8.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.18;-9.0
193;16.1;22.1;0.6;0.3;80;5;Successful;Effective;collision;20.89;vtypeauto.2;vtypeauto.1;500.90;edge_0_0_0;0.0;-5.0;0.0;-6.26;0.0;-8.03;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
194;16.1;22.1;0.6;0.5;80;5;Successful;Effective;collision;22.01;vtypeauto.2;vtypeauto.1;534.99;edge_0_0_0;0.0;-5.0;0.0;-6.1;0.0;-7.48;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
195;16.1;22.1;0.6;0.8;80;5;Successful;Effective;collision;23.82;vtypeauto.3;vtypeauto.2;576.14;edge_0_0_0;0.0;-5.0;0.0;-5.8;0.0;-6.67;0.0;-7.65;0.0;-8.05;0.0;-8.24;0.0;-7.94;0.07;-7.18
196;16.1;22.1;0.6;0.3;100;5;Successful;Effective;collision;21.46;vtypeauto.3;vtypeauto.2;622.47;edge_0_0_0;0.0;-5.0;0.0;-6.26;0.0;-8.03;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
