Ex ID;Start_time;End_time;Injected_value;PLOEG_H;Leader_speed;Braking_deceleration;Run_status;Impact_status;Collision_state;Collision_time;collider;victim;Collision_pos;Collision_lane;Accel_0_max;Dcel_0_min;Accel_1_max;Dcel_1_min;Accel_2_max;Dcel_2_min;Accel_3_max;Dcel_3_min;Accel_4_max;Dcel_4_min;Accel_5_max;Dcel_5_min;Accel_6_max;Dcel_6_min;Accel_7_max;Dcel_7_min
1894;17.1;23.1;0.6;0.3;100;8;Successful;Effective;collision;20.08;vtypeauto.2;vtypeauto.1;598.35;edge_0_0_0;0.0;-8.0;0.0;-8.08;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1895;17.1;23.1;0.6;0.5;100;8;Successful;Effective;collision;21.02;vtypeauto.2;vtypeauto.1;641.34;edge_0_0_0;0.0;-8.0;0.07;-8.05;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1896;17.1;23.1;0.6;0.8;100;8;Successful;Effective;collision;22.22;vtypeauto.2;vtypeauto.1;698.83;edge_0_0_0;0.0;-8.0;0.21;-7.94;0.0;-8.91;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1897;17.1;23.1;0.7;0.3;80;5;Successful;Effective;collision;20.95;vtypeauto.3;vtypeauto.2;493.85;edge_0_0_0;0.0;-5.0;0.01;-5.05;0.0;-6.52;0.0;-8.56;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1898;17.1;23.1;0.7;0.5;80;5;Successful;Effective;collision;22.20;vtypeauto.3;vtypeauto.2;528.40;edge_0_0_0;0.0;-5.0;0.05;-5.03;0.0;-6.19;0.0;-7.73;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1899;17.1;23.1;0.7;0.8;80;5;Successful;Effective;collision;24.28;vtypeauto.4;vtypeauto.3;569.50;edge_0_0_0;0.0;-5.0;0.14;-4.99;0.02;-5.69;0.0;-6.62;0.0;-7.72;0.0;-8.3;0.0;-8.53;0.0;-8.31
1900;17.1;23.1;0.7;0.3;100;5;Successful;Effective;collision;21.64;vtypeauto.3;vtypeauto.2;620.71;edge_0_0_0;0.0;-5.0;0.02;-5.05;0.0;-6.52;0.0;-8.56;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1901;17.1;23.1;0.7;0.5;100;5;Successful;Effective;collision;23.12;vtypeauto.4;vtypeauto.3;660.62;edge_0_0_0;0.0;-5.0;0.06;-5.03;0.0;-6.19;0.0;-7.73;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1902;17.1;23.1;0.7;0.8;100;5;Successful;Effective;collision;25.75;vtypeauto.5;vtypeauto.4;713.73;edge_0_0_0;0.0;-5.0;0.15;-4.99;0.1;-5.69;0.03;-6.62;0.0;-7.68;0.0;-8.45;0.0;-9.0;0.0;-9.0
1903;17.1;23.1;0.7;0.3;80;6;Successful;Effective;collision;20.26;vtypeauto.2;vtypeauto.1;489.30;edge_0_0_0;0.0;-6.0;0.0;-6.06;0.0;-7.82;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1904;17.1;23.1;0.7;0.5;80;6;Successful;Effective;collision;21.26;vtypeauto.2;vtypeauto.1;523.84;edge_0_0_0;0.0;-6.0;0.06;-6.03;0.0;-7.43;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1905;17.1;23.1;0.7;0.8;80;6;Successful;Effective;collision;22.48;vtypeauto.2;vtypeauto.1;569.86;edge_0_0_0;0.0;-6.0;0.16;-5.97;0.0;-6.83;0.0;-7.95;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-8.84
1906;17.1;23.1;0.7;0.3;100;6;Successful;Effective;collision;20.90;vtypeauto.3;vtypeauto.2;609.03;edge_0_0_0;0.0;-6.0;0.01;-6.06;0.0;-7.82;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1907;17.1;23.1;0.7;0.5;100;6;Successful;Effective;collision;22.22;vtypeauto.3;vtypeauto.2;653.62;edge_0_0_0;0.0;-6.0;0.06;-6.03;0.0;-7.43;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1908;17.1;23.1;0.7;0.8;100;6;Successful;Effective;collision;24.14;vtypeauto.3;vtypeauto.2;710.91;edge_0_0_0;0.0;-6.0;0.17;-5.99;0.04;-6.83;0.0;-7.95;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1909;17.1;23.1;0.7;0.3;80;7;Successful;Effective;collision;19.86;vtypeauto.2;vtypeauto.1;483.63;edge_0_0_0;0.0;-7.0;0.0;-7.07;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1910;17.1;23.1;0.7;0.5;80;7;Successful;Effective;collision;20.70;vtypeauto.2;vtypeauto.1;517.62;edge_0_0_0;0.0;-7.0;0.06;-7.04;0.0;-8.66;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1911;17.1;23.1;0.7;0.8;80;7;Successful;Effective;collision;21.73;vtypeauto.2;vtypeauto.1;563.65;edge_0_0_0;0.0;-7.0;0.18;-6.92;0.0;-7.96;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1912;17.1;23.1;0.7;0.3;100;7;Successful;Effective;collision;20.33;vtypeauto.2;vtypeauto.1;603.82;edge_0_0_0;0.0;-7.0;0.0;-7.07;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1913;17.1;23.1;0.7;0.5;100;7;Successful;Effective;collision;21.44;vtypeauto.2;vtypeauto.1;648.23;edge_0_0_0;0.0;-7.0;0.07;-7.04;0.0;-8.66;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1914;17.1;23.1;0.7;0.8;100;7;Successful;Effective;collision;22.66;vtypeauto.2;vtypeauto.1;706.07;edge_0_0_0;0.0;-7.0;0.19;-6.98;0.0;-7.97;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1915;17.1;23.1;0.7;0.3;80;8;Successful;Effective;collision;19.60;vtypeauto.2;vtypeauto.1;479.65;edge_0_0_0;0.0;-7.99;0.0;-8.08;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1916;17.1;23.1;0.7;0.5;80;8;Successful;Effective;collision;20.34;vtypeauto.2;vtypeauto.1;513.07;edge_0_0_0;0.0;-7.99;0.07;-8.03;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1917;17.1;23.1;0.7;0.8;80;8;Successful;Effective;collision;21.28;vtypeauto.2;vtypeauto.1;558.89;edge_0_0_0;0.0;-7.99;0.21;-7.83;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1918;17.1;23.1;0.7;0.3;100;8;Successful;Effective;collision;19.92;vtypeauto.2;vtypeauto.1;596.76;edge_0_0_0;0.0;-8.0;0.0;-8.08;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1919;17.1;23.1;0.7;0.5;100;8;Successful;Effective;collision;20.84;vtypeauto.2;vtypeauto.1;640.61;edge_0_0_0;0.0;-8.0;0.07;-8.05;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1920;17.1;23.1;0.7;0.8;100;8;Successful;Effective;collision;21.96;vtypeauto.2;vtypeauto.1;698.83;edge_0_0_0;0.0;-8.0;0.21;-7.94;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1921;17.1;23.1;0.8;0.3;80;5;Successful;Effective;collision;20.73;vtypeauto.2;vtypeauto.1;496.54;edge_0_0_0;0.0;-5.0;0.01;-5.05;0.0;-6.71;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1922;17.1;23.1;0.8;0.5;80;5;Successful;Effective;collision;21.97;vtypeauto.3;vtypeauto.2;528.16;edge_0_0_0;0.0;-5.0;0.05;-5.03;0.0;-6.35;0.0;-8.16;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1923;17.1;23.1;0.8;0.8;80;5;Successful;Effective;collision;23.57;vtypeauto.3;vtypeauto.2;574.12;edge_0_0_0;0.0;-5.0;0.14;-4.99;0.0;-5.82;0.0;-6.93;0.0;-8.23;0.0;-8.69;0.0;-8.93;0.0;-8.56
1924;17.1;23.1;0.8;0.3;100;5;Successful;Effective;collision;21.28;vtypeauto.3;vtypeauto.2;617.62;edge_0_0_0;0.0;-5.0;0.02;-5.05;0.0;-6.71;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1925;17.1;23.1;0.8;0.5;100;5;Successful;Effective;collision;22.87;vtypeauto.4;vtypeauto.3;660.50;edge_0_0_0;0.0;-5.0;0.06;-5.03;0.0;-6.35;0.0;-8.16;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1926;17.1;23.1;0.8;0.8;100;5;Successful;Effective;collision;25.14;vtypeauto.4;vtypeauto.3;718.74;edge_0_0_0;0.0;-5.0;0.15;-4.99;0.07;-5.82;0.0;-6.93;0.0;-8.23;0.0;-9.0;0.0;-9.0;0.0;-9.0
1927;17.1;23.1;0.8;0.3;80;6;Successful;Effective;collision;20.08;vtypeauto.2;vtypeauto.1;487.90;edge_0_0_0;0.0;-6.0;0.0;-6.06;0.0;-8.05;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1928;17.1;23.1;0.8;0.5;80;6;Successful;Effective;collision;21.06;vtypeauto.2;vtypeauto.1;523.22;edge_0_0_0;0.0;-6.0;0.06;-6.03;0.0;-7.62;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1929;17.1;23.1;0.8;0.8;80;6;Successful;Effective;collision;22.20;vtypeauto.2;vtypeauto.1;569.86;edge_0_0_0;0.0;-6.0;0.16;-5.97;0.0;-6.98;0.0;-8.32;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1930;17.1;23.1;0.8;0.3;100;6;Successful;Effective;collision;20.70;vtypeauto.2;vtypeauto.1;611.38;edge_0_0_0;0.0;-6.0;0.01;-6.06;0.0;-8.05;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1931;17.1;23.1;0.8;0.5;100;6;Successful;Effective;collision;21.96;vtypeauto.3;vtypeauto.2;652.90;edge_0_0_0;0.0;-6.0;0.06;-6.03;0.0;-7.62;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1932;17.1;23.1;0.8;0.8;100;6;Successful;Effective;collision;23.66;vtypeauto.3;vtypeauto.2;711.43;edge_0_0_0;0.0;-6.0;0.17;-5.99;0.0;-6.98;0.0;-8.32;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1933;17.1;23.1;0.8;0.3;80;7;Successful;Effective;collision;19.74;vtypeauto.2;vtypeauto.1;482.67;edge_0_0_0;0.0;-7.0;0.0;-7.07;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1934;17.1;23.1;0.8;0.5;80;7;Successful;Effective;collision;20.56;vtypeauto.2;vtypeauto.1;517.11;edge_0_0_0;0.0;-7.0;0.06;-7.04;0.0;-8.89;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1935;17.1;23.1;0.8;0.8;80;7;Successful;Effective;collision;21.57;vtypeauto.2;vtypeauto.1;563.64;edge_0_0_0;0.0;-7.0;0.18;-6.92;0.0;-8.14;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1936;17.1;23.1;0.8;0.3;100;7;Successful;Effective;collision;20.13;vtypeauto.2;vtypeauto.1;601.70;edge_0_0_0;0.0;-7.0;0.0;-7.07;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1937;17.1;23.1;0.8;0.5;100;7;Successful;Effective;collision;21.22;vtypeauto.2;vtypeauto.1;647.29;edge_0_0_0;0.0;-7.0;0.07;-7.04;0.0;-8.89;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1938;17.1;23.1;0.8;0.8;100;7;Successful;Effective;collision;22.41;vtypeauto.2;vtypeauto.1;706.06;edge_0_0_0;0.0;-7.0;0.19;-6.98;0.0;-8.14;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1939;17.1;23.1;0.8;0.3;80;8;Successful;Effective;collision;19.51;vtypeauto.2;vtypeauto.1;478.91;edge_0_0_0;0.0;-7.99;0.0;-8.08;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1940;17.1;23.1;0.8;0.5;80;8;Successful;Effective;collision;20.24;vtypeauto.2;vtypeauto.1;512.73;edge_0_0_0;0.0;-7.99;0.07;-8.03;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1941;17.1;23.1;0.8;0.8;80;8;Successful;Effective;collision;21.16;vtypeauto.2;vtypeauto.1;558.91;edge_0_0_0;0.0;-7.99;0.21;-7.83;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1942;17.1;23.1;0.8;0.3;100;8;Successful;Effective;collision;19.80;vtypeauto.2;vtypeauto.1;595.43;edge_0_0_0;0.0;-8.0;0.0;-8.08;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1943;17.1;23.1;0.8;0.5;100;8;Successful;Effective;collision;20.69;vtypeauto.2;vtypeauto.1;639.78;edge_0_0_0;0.0;-8.0;0.07;-8.05;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1944;17.1;23.1;0.8;0.8;100;8;Successful;Effective;collision;21.80;vtypeauto.2;vtypeauto.1;698.85;edge_0_0_0;0.0;-8.0;0.21;-7.94;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1945;17.1;23.1;0.9;0.3;80;5;Successful;Effective;collision;20.47;vtypeauto.2;vtypeauto.1;494.44;edge_0_0_0;0.0;-5.0;0.01;-5.05;0.0;-6.9;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1946;17.1;23.1;0.9;0.5;80;5;Successful;Effective;collision;21.76;vtypeauto.2;vtypeauto.1;531.68;edge_0_0_0;0.0;-5.0;0.05;-5.03;0.0;-6.51;0.0;-8.58;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1947;17.1;23.1;0.9;0.8;80;5;Successful;Effective;collision;23.12;vtypeauto.2;vtypeauto.1;578.43;edge_0_0_0;0.0;-5.0;0.14;-4.99;0.0;-5.94;0.0;-7.25;0.0;-8.81;0.0;-9.0;0.0;-9.0;0.0;-8.71
1948;17.1;23.1;0.9;0.3;100;5;Successful;Effective;collision;21.10;vtypeauto.3;vtypeauto.2;616.06;edge_0_0_0;0.0;-5.0;0.02;-5.05;0.0;-6.9;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1949;17.1;23.1;0.9;0.5;100;5;Successful;Effective;collision;22.64;vtypeauto.3;vtypeauto.2;664.19;edge_0_0_0;0.0;-5.0;0.06;-5.03;0.0;-6.51;0.0;-8.58;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1950;17.1;23.1;0.9;0.8;100;5;Successful;Effective;collision;24.78;vtypeauto.4;vtypeauto.3;719.51;edge_0_0_0;0.0;-5.0;0.15;-4.99;0.04;-5.94;0.0;-7.25;0.0;-8.8;0.0;-9.0;0.0;-9.0;0.02;-9.0
1951;17.1;23.1;0.9;0.3;80;6;Successful;Effective;collision;19.94;vtypeauto.2;vtypeauto.1;486.64;edge_0_0_0;0.0;-6.0;0.0;-6.06;0.0;-8.27;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1952;17.1;23.1;0.9;0.5;80;6;Successful;Effective;collision;20.90;vtypeauto.2;vtypeauto.1;522.57;edge_0_0_0;0.0;-6.0;0.06;-6.03;0.0;-7.82;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1953;17.1;23.1;0.9;0.8;80;6;Successful;Effective;collision;22.04;vtypeauto.2;vtypeauto.1;569.88;edge_0_0_0;0.0;-6.0;0.16;-5.97;0.0;-7.13;0.0;-8.69;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1954;17.1;23.1;0.9;0.3;100;6;Successful;Effective;collision;20.45;vtypeauto.2;vtypeauto.1;608.65;edge_0_0_0;0.0;-6.0;0.01;-6.06;0.0;-8.27;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1955;17.1;23.1;0.9;0.5;100;6;Successful;Effective;collision;21.81;vtypeauto.3;vtypeauto.2;652.59;edge_0_0_0;0.0;-6.0;0.06;-6.03;0.0;-7.82;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1956;17.1;23.1;0.9;0.8;100;6;Successful;Effective;collision;23.18;vtypeauto.2;vtypeauto.1;715.60;edge_0_0_0;0.0;-6.0;0.17;-5.99;0.0;-7.13;0.0;-8.69;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.01;-9.0
1957;17.1;23.1;0.9;0.3;80;7;Successful;Effective;collision;19.65;vtypeauto.2;vtypeauto.1;481.88;edge_0_0_0;0.0;-7.0;0.0;-7.07;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1958;17.1;23.1;0.9;0.5;80;7;Successful;Effective;collision;20.45;vtypeauto.2;vtypeauto.1;516.64;edge_0_0_0;0.0;-7.0;0.06;-7.04;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1959;17.1;23.1;0.9;0.8;80;7;Successful;Effective;collision;21.46;vtypeauto.2;vtypeauto.1;563.68;edge_0_0_0;0.0;-7.0;0.18;-6.92;0.0;-8.31;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1960;17.1;23.1;0.9;0.3;100;7;Successful;Effective;collision;19.99;vtypeauto.2;vtypeauto.1;600.06;edge_0_0_0;0.0;-7.0;0.0;-7.07;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1961;17.1;23.1;0.9;0.5;100;7;Successful;Effective;collision;21.03;vtypeauto.2;vtypeauto.1;646.20;edge_0_0_0;0.0;-7.0;0.07;-7.04;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1962;17.1;23.1;0.9;0.8;100;7;Successful;Effective;collision;22.26;vtypeauto.2;vtypeauto.1;706.11;edge_0_0_0;0.0;-7.0;0.19;-6.98;0.0;-8.32;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1963;17.1;23.1;0.9;0.3;80;8;Successful;Effective;collision;19.44;vtypeauto.2;vtypeauto.1;478.28;edge_0_0_0;0.0;-7.99;0.0;-8.08;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1964;17.1;23.1;0.9;0.5;80;8;Successful;Effective;collision;20.15;vtypeauto.2;vtypeauto.1;512.29;edge_0_0_0;0.0;-7.99;0.07;-8.03;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1965;17.1;23.1;0.9;0.8;80;8;Successful;Effective;collision;21.07;vtypeauto.2;vtypeauto.1;558.95;edge_0_0_0;0.0;-7.99;0.21;-7.83;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1966;17.1;23.1;0.9;0.3;100;8;Successful;Effective;collision;19.71;vtypeauto.2;vtypeauto.1;594.36;edge_0_0_0;0.0;-8.0;0.0;-8.08;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1967;17.1;23.1;0.9;0.5;100;8;Successful;Effective;collision;20.57;vtypeauto.2;vtypeauto.1;639.00;edge_0_0_0;0.0;-8.0;0.07;-8.05;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1968;17.1;23.1;0.9;0.8;100;8;Successful;Effective;collision;21.68;vtypeauto.2;vtypeauto.1;698.86;edge_0_0_0;0.0;-8.0;0.21;-7.94;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1969;17.1;23.1;1.0;0.3;80;5;Successful;Effective;collision;20.29;vtypeauto.2;vtypeauto.1;492.79;edge_0_0_0;0.0;-5.0;0.01;-5.05;0.0;-7.08;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1970;17.1;23.1;1.0;0.5;80;5;Successful;Effective;collision;21.51;vtypeauto.2;vtypeauto.1;530.70;edge_0_0_0;0.0;-5.0;0.05;-5.03;0.0;-6.67;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1971;17.1;23.1;1.0;0.8;80;5;Successful;Effective;collision;22.85;vtypeauto.2;vtypeauto.1;578.43;edge_0_0_0;0.0;-5.0;0.14;-4.99;0.0;-6.06;0.0;-7.56;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-8.79
1972;17.1;23.1;1.0;0.3;100;5;Successful;Effective;collision;21.00;vtypeauto.3;vtypeauto.2;615.31;edge_0_0_0;0.0;-5.0;0.02;-5.05;0.0;-7.08;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1973;17.1;23.1;1.0;0.5;100;5;Successful;Effective;collision;22.34;vtypeauto.3;vtypeauto.2;662.73;edge_0_0_0;0.0;-5.0;0.06;-5.03;0.0;-6.67;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1974;17.1;23.1;1.0;0.8;100;5;Successful;Effective;collision;24.48;vtypeauto.3;vtypeauto.2;724.12;edge_0_0_0;0.0;-5.0;0.15;-4.99;0.02;-6.06;0.0;-7.56;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.11;-9.0
1975;17.1;23.1;1.0;0.3;80;6;Successful;Effective;collision;19.84;vtypeauto.2;vtypeauto.1;485.69;edge_0_0_0;0.0;-6.0;0.0;-6.06;0.0;-8.49;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1976;17.1;23.1;1.0;0.5;80;6;Successful;Effective;collision;20.76;vtypeauto.2;vtypeauto.1;521.85;edge_0_0_0;0.0;-6.0;0.06;-6.03;0.0;-8.01;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1977;17.1;23.1;1.0;0.8;80;6;Successful;Effective;collision;21.91;vtypeauto.2;vtypeauto.1;569.85;edge_0_0_0;0.0;-6.0;0.16;-5.97;0.0;-7.28;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1978;17.1;23.1;1.0;0.3;100;6;Successful;Effective;collision;20.27;vtypeauto.2;vtypeauto.1;606.44;edge_0_0_0;0.0;-6.0;0.01;-6.06;0.0;-8.49;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1979;17.1;23.1;1.0;0.5;100;6;Successful;Effective;collision;21.57;vtypeauto.2;vtypeauto.1;655.27;edge_0_0_0;0.0;-6.0;0.06;-6.03;0.0;-8.01;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1980;17.1;23.1;1.0;0.8;100;6;Successful;Effective;collision;22.97;vtypeauto.2;vtypeauto.1;715.61;edge_0_0_0;0.0;-6.0;0.17;-5.99;0.0;-7.28;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.09;-9.0
1981;17.1;23.1;1.0;0.3;80;7;Successful;Effective;collision;19.58;vtypeauto.2;vtypeauto.1;481.21;edge_0_0_0;0.0;-7.0;0.0;-7.07;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1982;17.1;23.1;1.0;0.5;80;7;Successful;Effective;collision;20.35;vtypeauto.2;vtypeauto.1;516.08;edge_0_0_0;0.0;-7.0;0.06;-7.04;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1983;17.1;23.1;1.0;0.8;80;7;Successful;Effective;collision;21.36;vtypeauto.2;vtypeauto.1;563.63;edge_0_0_0;0.0;-7.0;0.18;-6.92;0.0;-8.48;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1984;17.1;23.1;1.0;0.3;100;7;Successful;Effective;collision;19.89;vtypeauto.2;vtypeauto.1;598.81;edge_0_0_0;0.0;-7.0;0.0;-7.07;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1985;17.1;23.1;1.0;0.5;100;7;Successful;Effective;collision;20.88;vtypeauto.2;vtypeauto.1;645.19;edge_0_0_0;0.0;-7.0;0.07;-7.04;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1986;17.1;23.1;1.0;0.8;100;7;Successful;Effective;collision;22.12;vtypeauto.2;vtypeauto.1;706.02;edge_0_0_0;0.0;-7.0;0.19;-6.98;0.0;-8.49;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.06;-9.0
1987;17.1;23.1;1.0;0.3;80;8;Successful;Effective;collision;19.39;vtypeauto.2;vtypeauto.1;477.81;edge_0_0_0;0.0;-7.99;0.0;-8.08;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1988;17.1;23.1;1.0;0.5;80;8;Successful;Effective;collision;20.08;vtypeauto.2;vtypeauto.1;511.92;edge_0_0_0;0.0;-7.99;0.07;-8.03;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1989;17.1;23.1;1.0;0.8;80;8;Successful;Effective;collision;20.99;vtypeauto.2;vtypeauto.1;558.92;edge_0_0_0;0.0;-7.99;0.21;-7.83;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
1990;17.1;23.1;1.0;0.3;100;8;Successful;Effective;collision;19.64;vtypeauto.2;vtypeauto.1;593.47;edge_0_0_0;0.0;-8.0;0.0;-8.08;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
