Ex ID;Start_time;End_time;Injected_value;CACC_spacing;Leader_speed;Braking_deceleration;Run_status;Impact_status;Collision_state;Collision_time;collider;victim;Collision_pos;Collision_lane;Accel_0_max;Dcel_0_min;Accel_1_max;Dcel_1_min;Accel_2_max;Dcel_2_min;Accel_3_max;Dcel_3_min;Accel_4_max;Dcel_4_min;Accel_5_max;Dcel_5_min;Accel_6_max;Dcel_6_min;Accel_7_max;Dcel_7_min;controller
687;18.8;24.8;0.5;10;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.11;0.32;-7.19;0.38;-7.24;0.41;-7.26;0.43;-7.24;;;;;CACC
688;18.8;24.8;0.5;5;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.11;0.39;-7.2;0.47;-7.25;0.51;-7.28;0.54;-7.26;;;;;CACC
689;18.8;24.8;0.5;8;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.11;0.39;-7.2;0.47;-7.25;0.51;-7.28;0.54;-7.26;;;;;CACC
690;18.8;24.8;0.5;10;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.11;0.39;-7.2;0.47;-7.25;0.51;-7.28;0.54;-7.26;;;;;CACC
691;18.8;24.8;0.5;5;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.12;0.32;-8.21;0.38;-8.27;0.41;-8.28;0.43;-8.26;;;;;CACC
692;18.8;24.8;0.5;8;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.12;0.32;-8.21;0.38;-8.27;0.41;-8.28;0.43;-8.26;;;;;CACC
693;18.8;24.8;0.5;10;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.12;0.32;-8.21;0.38;-8.27;0.41;-8.28;0.43;-8.26;;;;;CACC
694;18.8;24.8;0.5;5;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.12;0.39;-8.22;0.47;-8.28;0.51;-8.3;0.54;-8.28;;;;;CACC
695;18.8;24.8;0.5;8;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.12;0.39;-8.22;0.47;-8.28;0.51;-8.3;0.54;-8.28;;;;;CACC
696;18.8;24.8;0.5;10;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.12;0.39;-8.22;0.47;-8.28;0.51;-8.3;0.54;-8.28;;;;;CACC
697;18.9;24.9;0.5;5;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.08;0.32;-5.15;0.38;-5.19;0.41;-5.21;0.43;-5.19;;;;;CACC
698;18.9;24.9;0.5;8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.08;0.32;-5.15;0.38;-5.19;0.41;-5.21;0.43;-5.19;;;;;CACC
699;18.9;24.9;0.5;10;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.08;0.32;-5.15;0.38;-5.19;0.41;-5.21;0.43;-5.19;;;;;CACC
700;18.9;24.9;0.5;5;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.08;0.39;-5.16;0.47;-5.2;0.51;-5.22;0.54;-5.21;;;;;CACC
701;18.9;24.9;0.5;8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.08;0.39;-5.16;0.47;-5.2;0.51;-5.22;0.54;-5.21;;;;;CACC
702;18.9;24.9;0.5;10;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.08;0.39;-5.16;0.47;-5.2;0.51;-5.22;0.54;-5.21;;;;;CACC
703;18.9;24.9;0.5;5;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.09;0.32;-6.17;0.38;-6.21;0.41;-6.23;0.43;-6.22;;;;;CACC
704;18.9;24.9;0.5;8;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.09;0.32;-6.17;0.38;-6.21;0.41;-6.23;0.43;-6.22;;;;;CACC
705;18.9;24.9;0.5;10;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.09;0.32;-6.17;0.38;-6.21;0.41;-6.23;0.43;-6.22;;;;;CACC
706;18.9;24.9;0.5;5;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.18;0.47;-6.23;0.51;-6.25;0.54;-6.24;;;;;CACC
707;18.9;24.9;0.5;8;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.18;0.47;-6.23;0.51;-6.25;0.54;-6.24;;;;;CACC
708;18.9;24.9;0.5;10;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.18;0.47;-6.23;0.51;-6.25;0.54;-6.24;;;;;CACC
709;18.9;24.9;0.5;5;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.11;0.32;-7.19;0.38;-7.24;0.41;-7.26;0.43;-7.24;;;;;CACC
710;18.9;24.9;0.5;8;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.11;0.32;-7.19;0.38;-7.24;0.41;-7.26;0.43;-7.24;;;;;CACC
711;18.9;24.9;0.5;10;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.11;0.32;-7.19;0.38;-7.24;0.41;-7.26;0.43;-7.24;;;;;CACC
712;18.9;24.9;0.5;5;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.11;0.39;-7.2;0.47;-7.25;0.51;-7.28;0.54;-7.26;;;;;CACC
713;18.9;24.9;0.5;8;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.11;0.39;-7.2;0.47;-7.25;0.51;-7.28;0.54;-7.26;;;;;CACC
714;18.9;24.9;0.5;10;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.11;0.39;-7.2;0.47;-7.25;0.51;-7.28;0.54;-7.26;;;;;CACC
715;18.9;24.9;0.5;5;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.12;0.32;-8.21;0.38;-8.27;0.41;-8.29;0.43;-8.26;;;;;CACC
716;18.9;24.9;0.5;8;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.12;0.32;-8.21;0.38;-8.27;0.41;-8.29;0.43;-8.26;;;;;CACC
717;18.9;24.9;0.5;10;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.12;0.32;-8.21;0.38;-8.27;0.41;-8.29;0.43;-8.26;;;;;CACC
718;18.9;24.9;0.5;5;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.12;0.39;-8.22;0.47;-8.28;0.51;-8.3;0.54;-8.28;;;;;CACC
719;18.9;24.9;0.5;8;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.12;0.39;-8.22;0.47;-8.28;0.51;-8.3;0.54;-8.28;;;;;CACC
720;18.9;24.9;0.5;10;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.12;0.39;-8.22;0.47;-8.28;0.51;-8.3;0.54;-8.28;;;;;CACC
721;19.0;25.0;0.5;5;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.08;0.32;-5.15;0.38;-5.19;0.41;-5.21;0.43;-5.19;;;;;CACC
722;19.0;25.0;0.5;8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.08;0.32;-5.15;0.38;-5.19;0.41;-5.21;0.43;-5.19;;;;;CACC
723;19.0;25.0;0.5;10;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.08;0.32;-5.15;0.38;-5.19;0.41;-5.21;0.43;-5.19;;;;;CACC
724;19.0;25.0;0.5;5;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.08;0.39;-5.16;0.47;-5.2;0.51;-5.22;0.54;-5.21;;;;;CACC
725;19.0;25.0;0.5;8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.08;0.39;-5.16;0.47;-5.2;0.51;-5.22;0.54;-5.21;;;;;CACC
726;19.0;25.0;0.5;10;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.08;0.39;-5.16;0.47;-5.2;0.51;-5.22;0.54;-5.21;;;;;CACC
727;19.0;25.0;0.5;5;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.09;0.32;-6.17;0.38;-6.21;0.41;-6.23;0.43;-6.22;;;;;CACC
728;19.0;25.0;0.5;8;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.09;0.32;-6.17;0.38;-6.21;0.41;-6.23;0.43;-6.22;;;;;CACC
729;19.0;25.0;0.5;10;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.09;0.32;-6.17;0.38;-6.21;0.41;-6.23;0.43;-6.22;;;;;CACC
730;19.0;25.0;0.5;5;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.18;0.47;-6.23;0.51;-6.25;0.54;-6.24;;;;;CACC
731;19.0;25.0;0.5;8;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.18;0.47;-6.23;0.51;-6.25;0.54;-6.24;;;;;CACC
732;19.0;25.0;0.5;10;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.18;0.47;-6.23;0.51;-6.25;0.54;-6.24;;;;;CACC
733;19.0;25.0;0.5;5;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.11;0.32;-7.19;0.38;-7.24;0.41;-7.26;0.43;-7.24;;;;;CACC
734;19.0;25.0;0.5;8;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.11;0.32;-7.19;0.38;-7.24;0.41;-7.26;0.43;-7.24;;;;;CACC
735;19.0;25.0;0.5;10;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.11;0.32;-7.19;0.38;-7.24;0.41;-7.26;0.43;-7.24;;;;;CACC
736;19.0;25.0;0.5;5;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.11;0.39;-7.2;0.47;-7.26;0.51;-7.28;0.54;-7.26;;;;;CACC
737;19.0;25.0;0.5;8;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.11;0.39;-7.2;0.47;-7.26;0.51;-7.28;0.54;-7.26;;;;;CACC
738;19.0;25.0;0.5;10;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.11;0.39;-7.2;0.47;-7.26;0.51;-7.28;0.54;-7.26;;;;;CACC
739;19.0;25.0;0.5;5;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.12;0.32;-8.21;0.38;-8.27;0.41;-8.29;0.43;-8.26;;;;;CACC
740;19.0;25.0;0.5;8;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.12;0.32;-8.21;0.38;-8.27;0.41;-8.29;0.43;-8.26;;;;;CACC
741;19.0;25.0;0.5;10;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.12;0.32;-8.21;0.38;-8.27;0.41;-8.29;0.43;-8.26;;;;;CACC
742;19.0;25.0;0.5;5;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.12;0.39;-8.22;0.47;-8.28;0.51;-8.3;0.54;-8.28;;;;;CACC
743;19.0;25.0;0.5;8;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.12;0.39;-8.22;0.47;-8.28;0.51;-8.3;0.54;-8.28;;;;;CACC
744;19.0;25.0;0.5;10;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.12;0.39;-8.22;0.47;-8.28;0.51;-8.3;0.54;-8.28;;;;;CACC
745;19.1;25.1;0.5;5;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.08;0.32;-5.15;0.38;-5.19;0.41;-5.21;0.43;-5.19;;;;;CACC
746;19.1;25.1;0.5;8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.08;0.32;-5.15;0.38;-5.19;0.41;-5.21;0.43;-5.19;;;;;CACC
747;19.1;25.1;0.5;10;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.08;0.32;-5.15;0.38;-5.19;0.41;-5.21;0.43;-5.19;;;;;CACC
748;19.1;25.1;0.5;5;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.09;0.39;-5.16;0.47;-5.2;0.51;-5.22;0.54;-5.21;;;;;CACC
749;19.1;25.1;0.5;8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.09;0.39;-5.16;0.47;-5.2;0.51;-5.22;0.54;-5.21;;;;;CACC
750;19.1;25.1;0.5;10;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.09;0.39;-5.16;0.47;-5.2;0.51;-5.22;0.54;-5.21;;;;;CACC
751;19.1;25.1;0.5;5;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.09;0.32;-6.17;0.38;-6.22;0.41;-6.23;0.43;-6.22;;;;;CACC
752;19.1;25.1;0.5;8;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.09;0.32;-6.17;0.38;-6.22;0.41;-6.23;0.43;-6.22;;;;;CACC
753;19.1;25.1;0.5;10;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.09;0.32;-6.17;0.38;-6.22;0.41;-6.23;0.43;-6.22;;;;;CACC
754;19.1;25.1;0.5;5;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.18;0.47;-6.23;0.51;-6.25;0.54;-6.24;;;;;CACC
755;19.1;25.1;0.5;8;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.18;0.47;-6.23;0.51;-6.25;0.54;-6.24;;;;;CACC
756;19.1;25.1;0.5;10;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.18;0.47;-6.23;0.51;-6.25;0.54;-6.24;;;;;CACC
757;19.1;25.1;0.5;5;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.11;0.32;-7.19;0.38;-7.24;0.41;-7.26;0.43;-7.24;;;;;CACC
758;19.1;25.1;0.5;8;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.11;0.32;-7.19;0.38;-7.24;0.41;-7.26;0.43;-7.24;;;;;CACC
759;19.1;25.1;0.5;10;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.11;0.32;-7.19;0.38;-7.24;0.41;-7.26;0.43;-7.24;;;;;CACC
760;19.1;25.1;0.5;5;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.11;0.39;-7.2;0.47;-7.26;0.51;-7.28;0.54;-7.26;;;;;CACC
761;19.1;25.1;0.5;8;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.11;0.39;-7.2;0.47;-7.26;0.51;-7.28;0.54;-7.26;;;;;CACC
762;19.1;25.1;0.5;10;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.11;0.39;-7.2;0.47;-7.26;0.51;-7.28;0.54;-7.26;;;;;CACC
763;19.1;25.1;0.5;5;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.12;0.32;-8.22;0.38;-8.27;0.41;-8.29;0.43;-8.26;;;;;CACC
764;19.1;25.1;0.5;8;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.12;0.32;-8.22;0.38;-8.27;0.41;-8.29;0.43;-8.26;;;;;CACC
765;19.1;25.1;0.5;10;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.12;0.32;-8.22;0.38;-8.27;0.41;-8.29;0.43;-8.26;;;;;CACC
766;19.1;25.1;0.5;5;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.12;0.39;-8.23;0.47;-8.28;0.51;-8.31;0.54;-8.28;;;;;CACC
767;19.1;25.1;0.5;8;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.12;0.39;-8.23;0.47;-8.28;0.51;-8.31;0.54;-8.28;;;;;CACC
768;19.1;25.1;0.5;10;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.12;0.39;-8.23;0.47;-8.28;0.51;-8.31;0.54;-8.28;;;;;CACC
769;19.2;25.2;0.5;5;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.08;0.32;-5.15;0.38;-5.19;0.41;-5.21;0.43;-5.19;;;;;CACC
770;19.2;25.2;0.5;8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.08;0.32;-5.15;0.38;-5.19;0.41;-5.21;0.43;-5.19;;;;;CACC
771;19.2;25.2;0.5;10;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.08;0.32;-5.15;0.38;-5.19;0.41;-5.21;0.43;-5.19;;;;;CACC
772;19.2;25.2;0.5;5;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.09;0.39;-5.16;0.47;-5.2;0.51;-5.22;0.54;-5.21;;;;;CACC
773;19.2;25.2;0.5;8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.09;0.39;-5.16;0.47;-5.2;0.51;-5.22;0.54;-5.21;;;;;CACC
774;19.2;25.2;0.5;10;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.09;0.39;-5.16;0.47;-5.2;0.51;-5.22;0.54;-5.21;;;;;CACC
775;19.2;25.2;0.5;5;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.09;0.32;-6.17;0.38;-6.22;0.41;-6.23;0.43;-6.22;;;;;CACC
776;19.2;25.2;0.5;8;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.09;0.32;-6.17;0.38;-6.22;0.41;-6.23;0.43;-6.22;;;;;CACC
777;19.2;25.2;0.5;10;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.09;0.32;-6.17;0.38;-6.22;0.41;-6.23;0.43;-6.22;;;;;CACC
778;19.2;25.2;0.5;5;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.18;0.47;-6.23;0.51;-6.25;0.54;-6.24;;;;;CACC
779;19.2;25.2;0.5;8;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.18;0.47;-6.23;0.51;-6.25;0.54;-6.24;;;;;CACC
780;19.2;25.2;0.5;10;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.18;0.47;-6.23;0.51;-6.25;0.54;-6.24;;;;;CACC
781;19.2;25.2;0.5;5;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.11;0.32;-7.19;0.38;-7.24;0.41;-7.26;0.43;-7.24;;;;;CACC
782;19.2;25.2;0.5;8;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.11;0.32;-7.19;0.38;-7.24;0.41;-7.26;0.43;-7.24;;;;;CACC
783;19.2;25.2;0.5;10;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.11;0.32;-7.19;0.38;-7.24;0.41;-7.26;0.43;-7.24;;;;;CACC
784;19.2;25.2;0.5;5;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.11;0.39;-7.2;0.47;-7.26;0.51;-7.28;0.54;-7.26;;;;;CACC
785;19.2;25.2;0.5;8;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.11;0.39;-7.2;0.47;-7.26;0.51;-7.28;0.54;-7.26;;;;;CACC
786;19.2;25.2;0.5;10;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.11;0.39;-7.2;0.47;-7.26;0.51;-7.28;0.54;-7.26;;;;;CACC
787;19.2;25.2;0.5;5;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.12;0.32;-8.22;0.38;-8.27;0.41;-8.29;0.43;-8.26;;;;;CACC
788;19.2;25.2;0.5;8;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.12;0.32;-8.22;0.38;-8.27;0.41;-8.29;0.43;-8.26;;;;;CACC
789;19.2;25.2;0.5;10;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.12;0.32;-8.22;0.38;-8.27;0.41;-8.29;0.43;-8.26;;;;;CACC
790;19.2;25.2;0.5;5;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.12;0.39;-8.23;0.47;-8.28;0.51;-8.31;0.54;-8.28;;;;;CACC
791;19.2;25.2;0.5;8;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.12;0.39;-8.23;0.47;-8.28;0.51;-8.31;0.54;-8.28;;;;;CACC
792;19.2;25.2;0.5;10;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.12;0.39;-8.23;0.47;-8.28;0.51;-8.31;0.54;-8.28;;;;;CACC
793;19.3;25.3;0.5;5;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.08;0.32;-5.15;0.38;-5.19;0.41;-5.21;0.43;-5.19;;;;;CACC
794;19.3;25.3;0.5;8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.08;0.32;-5.15;0.38;-5.19;0.41;-5.21;0.43;-5.19;;;;;CACC
795;19.3;25.3;0.5;10;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.08;0.32;-5.15;0.38;-5.19;0.41;-5.21;0.43;-5.19;;;;;CACC
796;19.3;25.3;0.5;5;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.09;0.39;-5.16;0.47;-5.2;0.51;-5.22;0.54;-5.21;;;;;CACC
797;19.3;25.3;0.5;8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.09;0.39;-5.16;0.47;-5.2;0.51;-5.22;0.54;-5.21;;;;;CACC
798;19.3;25.3;0.5;10;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.09;0.39;-5.16;0.47;-5.2;0.51;-5.22;0.54;-5.21;;;;;CACC
799;19.3;25.3;0.5;5;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.1;0.32;-6.17;0.38;-6.22;0.41;-6.23;0.43;-6.22;;;;;CACC
800;19.3;25.3;0.5;8;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.1;0.32;-6.17;0.38;-6.22;0.41;-6.23;0.43;-6.22;;;;;CACC
801;19.3;25.3;0.5;10;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.1;0.32;-6.17;0.38;-6.22;0.41;-6.23;0.43;-6.22;;;;;CACC
802;19.3;25.3;0.5;5;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.18;0.47;-6.23;0.51;-6.25;0.54;-6.24;;;;;CACC
803;19.3;25.3;0.5;8;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.18;0.47;-6.23;0.51;-6.25;0.54;-6.24;;;;;CACC
804;19.3;25.3;0.5;10;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.18;0.47;-6.23;0.51;-6.25;0.54;-6.24;;;;;CACC
805;19.3;25.3;0.5;5;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.11;0.32;-7.19;0.38;-7.24;0.41;-7.26;0.43;-7.24;;;;;CACC
806;19.3;25.3;0.5;8;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.11;0.32;-7.19;0.38;-7.24;0.41;-7.26;0.43;-7.24;;;;;CACC
807;19.3;25.3;0.5;10;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.11;0.32;-7.19;0.38;-7.24;0.41;-7.26;0.43;-7.24;;;;;CACC
808;19.3;25.3;0.5;5;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.11;0.39;-7.2;0.47;-7.26;0.51;-7.28;0.54;-7.26;;;;;CACC
809;19.3;25.3;0.5;8;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.11;0.39;-7.2;0.47;-7.26;0.51;-7.28;0.54;-7.26;;;;;CACC
810;19.3;25.3;0.5;10;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.11;0.39;-7.2;0.47;-7.26;0.51;-7.28;0.54;-7.26;;;;;CACC
811;19.3;25.3;0.5;5;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.12;0.32;-8.22;0.38;-8.27;0.41;-8.29;0.43;-8.26;;;;;CACC
812;19.3;25.3;0.5;8;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.12;0.32;-8.22;0.38;-8.27;0.41;-8.29;0.43;-8.26;;;;;CACC
813;19.3;25.3;0.5;10;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.12;0.32;-8.22;0.38;-8.27;0.41;-8.29;0.43;-8.26;;;;;CACC
814;19.3;25.3;0.5;5;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.13;0.39;-8.23;0.47;-8.28;0.51;-8.31;0.54;-8.28;;;;;CACC
815;19.3;25.3;0.5;8;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.13;0.39;-8.23;0.47;-8.28;0.51;-8.31;0.54;-8.28;;;;;CACC
816;19.3;25.3;0.5;10;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.13;0.39;-8.23;0.47;-8.28;0.51;-8.31;0.54;-8.28;;;;;CACC
817;19.4;25.4;0.5;5;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.08;0.32;-5.15;0.38;-5.19;0.41;-5.21;0.43;-5.19;;;;;CACC
818;19.4;25.4;0.5;8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.08;0.32;-5.15;0.38;-5.19;0.41;-5.21;0.43;-5.19;;;;;CACC
819;19.4;25.4;0.5;10;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.08;0.32;-5.15;0.38;-5.19;0.41;-5.21;0.43;-5.19;;;;;CACC
820;19.4;25.4;0.5;5;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.09;0.39;-5.16;0.47;-5.2;0.51;-5.22;0.54;-5.21;;;;;CACC
821;19.4;25.4;0.5;8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.09;0.39;-5.16;0.47;-5.2;0.51;-5.22;0.54;-5.21;;;;;CACC
